From Date,To Date,PM2.5,PM10,NO,NO2,NOx,NH3,SO2,CO,Ozone,Benzene,Toluene,Eth-Benzene,MP-Xylene,RH,WS,WD,SR,BP,RF,Xylene,AT,TOT-RF,Station
31-12-2020 00:00,01-01-2021 00:00,11.79,50.03,4.82,0.94,5.76,None,15.8,2.06,10.77,1.89,None,None,None,69.22,0.14,97.68,96.74,767.73,0,None,None,0,bandra
01-01-2021 00:00,02-01-2021 00:00,11.3,50.48,4.82,0.92,5.74,None,16.02,2.04,10.77,1.68,None,None,None,73.28,0.1,129.34,90.79,767.76,0,None,None,0,bandra
02-01-2021 00:00,03-01-2021 00:00,10.6,49.99,4.82,0.92,5.74,None,15.59,1.82,10.79,1.19,None,None,None,78.24,0.15,106.99,84.23,768.44,0,None,None,0,bandra
03-01-2021 00:00,04-01-2021 00:00,10.02,52.41,4.86,0.94,5.81,None,15.65,1.78,10.76,0.91,None,None,None,72.22,0.14,131.5,89.15,767.28,0,None,None,0,bandra
04-01-2021 00:00,05-01-2021 00:00,11.23,50.45,4.91,0.96,5.87,None,15.3,1.85,10.77,1.02,None,None,None,69.67,0.1,123.75,74.33,767.26,0,None,None,0,bandra
05-01-2021 00:00,06-01-2021 00:00,11.96,49.75,4.9,0.95,5.85,None,14.88,1.76,10.73,0.59,None,None,None,67.74,0.24,100.36,95.96,768.18,0,None,None,0,bandra
06-01-2021 00:00,07-01-2021 00:00,11.1,50.39,4.93,0.94,5.87,None,15.1,1.87,10.73,1.15,None,None,None,68.09,0.18,97.06,96.97,767.65,0,None,None,0,bandra
07-01-2021 00:00,08-01-2021 00:00,12.64,50.92,4.88,0.93,5.82,None,15.2,1.9,10.71,1.41,None,None,None,69.34,0.1,124.38,82.97,766.02,0,None,None,0,bandra
08-01-2021 00:00,09-01-2021 00:00,11.56,49.66,4.85,0.94,5.79,None,15.52,2.04,10.79,1.66,None,None,None,82.28,0.1,153.88,62.62,765.73,0,None,None,0,bandra
09-01-2021 00:00,10-01-2021 00:00,None,50,4.89,0.93,5.82,None,15.54,1.91,10.82,1.28,None,None,None,82.85,0.1,80.29,92.11,766.36,0,None,None,0,bandra
10-01-2021 00:00,11-01-2021 00:00,None,50,4.89,0.94,5.83,None,15.58,1.95,10.83,1.2,None,None,None,79.38,0.15,133.76,101.22,766.67,0,None,None,0,bandra
11-01-2021 00:00,12-01-2021 00:00,None,50,4.87,0.92,5.8,None,15.41,1.99,10.77,1.13,None,None,None,78.56,0.1,102.13,103.33,767.27,0,None,None,0,bandra
12-01-2021 00:00,13-01-2021 00:00,None,50,4.88,0.94,5.82,None,15.37,2.05,10.76,1.23,None,None,None,75.26,0.15,90.76,108.28,767.84,0,None,None,0,bandra
13-01-2021 00:00,14-01-2021 00:00,None,50,4.9,0.93,5.83,None,15.76,1.95,10.77,0.79,None,None,None,71.54,0.13,50.24,100.8,767.57,0,None,None,0,bandra
14-01-2021 00:00,15-01-2021 00:00,None,50,4.93,0.96,5.89,None,15.47,1.89,10.77,0.7,None,None,None,70.2,0.1,97.95,111.14,767.37,0,None,None,0,bandra
15-01-2021 00:00,16-01-2021 00:00,8.12,71.58,5.11,0.98,6.1,None,15.01,1.72,10.87,0.08,None,None,None,73.73,0.09,86.13,110.78,766.73,0,None,None,0,bandra
16-01-2021 00:00,17-01-2021 00:00,8.61,50.89,5.28,1,6.28,None,14.5,1.9,11.01,0.48,None,None,None,67.09,0.12,110.08,117.5,766.16,0,None,None,0,bandra
17-01-2021 00:00,18-01-2021 00:00,11.87,50.1,5.29,0.99,6.28,None,15.07,2.03,11.04,0.67,None,None,None,70.56,0.1,89.14,119.1,766.56,0,None,None,0,bandra
18-01-2021 00:00,19-01-2021 00:00,8.83,50.02,5.29,1,6.29,None,14.92,1.77,11.01,0.03,None,None,None,71.19,0.11,109.28,113.76,767.65,0,None,None,0,bandra
19-01-2021 00:00,20-01-2021 00:00,11.27,49.96,5.3,1.02,6.32,None,14.71,2.06,10.96,0.76,None,None,None,65.8,0.1,129.81,119.41,767.62,0,None,None,0,bandra
20-01-2021 00:00,21-01-2021 00:00,9.65,49.81,5.31,1.01,6.33,None,14.97,2.19,10.99,1,None,None,None,62.67,0.16,55.85,121.14,768.65,0,None,None,0,bandra
21-01-2021 00:00,22-01-2021 00:00,12.27,49.9,5.32,1.04,6.37,None,14.15,1.87,10.96,0.43,None,None,None,61.31,0.11,63.93,130.62,768.47,0,None,None,0,bandra
22-01-2021 00:00,23-01-2021 00:00,10.28,50.62,5.32,1,6.33,None,14.39,1.99,11.02,0.8,None,None,None,70.53,0.14,144.99,120.67,768.01,0,None,None,0,bandra
23-01-2021 00:00,24-01-2021 00:00,10.35,49.6,5.32,1.02,6.34,None,14.7,2.1,11.01,0.91,None,None,None,67.5,0.12,175.75,132.43,767.85,0,None,None,0,bandra
24-01-2021 00:00,25-01-2021 00:00,9.12,50.1,5.33,1.01,6.34,None,14.14,1.94,11.01,0.36,None,None,None,64.39,0.23,54.6,172.39,768.92,0,None,None,0,bandra
25-01-2021 00:00,26-01-2021 00:00,11.21,49.8,5.34,1.02,6.37,None,13.98,1.98,10.93,0.61,None,None,None,63.47,0.37,105.93,123.75,769.29,0,None,None,0,bandra
26-01-2021 00:00,27-01-2021 00:00,9.92,50.03,5.34,1.02,6.36,None,14.05,1.95,10.91,0.54,None,None,None,69.11,0.24,98.83,127.41,768.81,0,None,None,0,bandra
27-01-2021 00:00,28-01-2021 00:00,10.13,49.87,5.34,1.02,6.37,None,13.97,2.17,10.93,0.87,None,None,None,71.45,0.11,74.62,130.57,768.62,0,None,None,0,bandra
28-01-2021 00:00,29-01-2021 00:00,9.55,49.7,5.35,1.02,6.37,None,14.17,2.2,10.94,1.02,None,None,None,72.39,0.13,130.81,121.99,768.79,0,None,None,0,bandra
29-01-2021 00:00,30-01-2021 00:00,11.47,49.96,5.37,1.02,6.39,None,14.46,2.28,10.92,1.12,None,None,None,70.92,0.1,162.45,125.4,769.46,0,None,None,0,bandra
30-01-2021 00:00,31-01-2021 00:00,10.14,50.01,5.39,1.03,6.42,None,14.09,2.26,10.89,0.97,None,None,None,63.84,0.21,79.06,128.54,769.07,0,None,None,0,bandra
31-01-2021 00:00,01-02-2021 00:00,10.98,49.69,5.4,1.03,6.43,None,14.63,2.64,10.87,1.29,None,None,None,61.75,0.32,78.65,123.69,769.04,0,None,None,0,bandra
01-02-2021 00:00,02-02-2021 00:00,10.03,49.95,5.41,1.02,6.43,None,14.17,2.23,10.96,0.61,None,None,None,62.61,0.2,106.29,115.29,770.09,0,None,None,0,bandra
02-02-2021 00:00,03-02-2021 00:00,9.6,49.91,5.4,1.03,6.44,None,14.06,2.18,10.98,0.59,None,None,None,54.71,0.32,125.67,125.63,770.12,0,None,None,0,bandra
03-02-2021 00:00,04-02-2021 00:00,10.87,50.03,5.41,1.03,6.45,None,14.21,2.32,10.95,0.94,None,None,None,57.57,0.23,195.32,126.19,769.81,0,None,None,0,bandra
04-02-2021 00:00,05-02-2021 00:00,11.46,50.08,5.42,1.02,6.45,None,14.39,2.4,10.99,0.93,None,None,None,61.79,0.12,117.15,119.72,769.55,0,None,None,0,bandra
05-02-2021 00:00,06-02-2021 00:00,11.31,50,5.41,1.03,6.45,None,13.97,2.02,10.98,0.21,None,None,None,60.51,0.35,75.43,122.34,769.32,0,None,None,0,bandra
06-02-2021 00:00,07-02-2021 00:00,11.5,50.15,5.42,1.02,6.44,None,13.93,2.12,10.92,0.8,None,None,None,48.6,0.33,150.57,126.64,768.75,0,None,None,0,bandra
07-02-2021 00:00,08-02-2021 00:00,9.76,49.77,5.43,1.02,6.46,None,13.15,2.02,10.84,0.09,None,None,None,40,0.51,170.14,132.76,769.15,0,None,None,0,bandra
08-02-2021 00:00,09-02-2021 00:00,9.53,50.15,5.4,1.03,6.43,None,13.17,2.2,10.78,0.54,None,None,None,41.9,0.39,144.94,141.13,769.49,0,None,None,0,bandra
09-02-2021 00:00,10-02-2021 00:00,10.73,50.02,5.39,1.03,6.43,None,13.72,2.2,10.78,0.7,None,None,None,47.46,0.23,123.33,147.85,768.69,0,None,None,0,bandra
10-02-2021 00:00,11-02-2021 00:00,12.53,50.07,5.42,1.03,6.45,None,14.67,2.85,10.94,1.55,None,None,None,61.11,0.1,126.5,133.83,767.85,0,None,None,0,bandra
11-02-2021 00:00,12-02-2021 00:00,12.51,50.32,5.4,1.03,6.44,None,14.56,2.78,10.94,1.46,None,None,None,65.53,0.1,119.28,127.12,766.9,0,None,None,0,bandra
12-02-2021 00:00,13-02-2021 00:00,10.83,49.79,5.43,1.03,6.46,None,14.7,2.55,11.01,1.11,None,None,None,68.5,0.09,109.93,120.72,767.53,0,None,None,0,bandra
13-02-2021 00:00,14-02-2021 00:00,10.52,49.7,5.44,1.03,6.47,None,13.82,2.2,10.97,0.43,None,None,None,62.66,0.1,191.04,123.57,768.64,0,None,None,0,bandra
14-02-2021 00:00,15-02-2021 00:00,8.35,50.05,5.45,1.01,6.47,None,14.11,1.99,11.01,0,None,None,None,72.27,0.12,96.42,121.58,768.87,0,None,None,0,bandra
15-02-2021 00:00,16-02-2021 00:00,9.49,50.94,5.43,1.03,6.48,None,14.42,1.97,11,0,None,None,None,72.35,0.1,151.71,162.69,768.73,0,None,None,0,bandra
16-02-2021 00:00,17-02-2021 00:00,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0,bandra
17-02-2021 00:00,18-02-2021 00:00,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0,bandra
18-02-2021 00:00,19-02-2021 00:00,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0,bandra
19-02-2021 00:00,20-02-2021 00:00,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0,bandra
20-02-2021 00:00,21-02-2021 00:00,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0,bandra
21-02-2021 00:00,22-02-2021 00:00,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0,bandra
22-02-2021 00:00,23-02-2021 00:00,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0,bandra
23-02-2021 00:00,24-02-2021 00:00,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0,bandra
24-02-2021 00:00,25-02-2021 00:00,None,None,None,0.7,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0,bandra
25-02-2021 00:00,26-02-2021 00:00,20.36,54.82,8.46,5.01,14.41,None,18.18,2.15,13.53,0.83,None,None,None,57.33,0.22,112.63,149.21,767.64,0,None,None,0,bandra
26-02-2021 00:00,27-02-2021 00:00,22.69,73.05,13.42,7.68,22.2,None,21.21,1.6,16.08,1.07,None,None,None,65.85,0.17,134.28,151.25,767.18,0,None,None,0,bandra
27-02-2021 00:00,28-02-2021 00:00,19.54,58.91,9.76,6.93,17.22,None,20.29,1.68,15.08,0.94,None,None,None,62.26,0.3,103.33,184.42,766.43,0,None,None,0,bandra
28-02-2021 00:00,01-03-2021 00:00,11.76,47.09,6.12,6.53,12.65,None,19.97,2.11,14.97,1.1,None,None,None,59.91,0.19,90.62,151.88,766.25,0,None,None,0,bandra
01-03-2021 00:00,02-03-2021 00:00,43.38,67.25,7.78,6.54,13.83,None,20.35,2.21,17.08,1.53,None,None,None,58.48,0.19,139.33,148.29,768.08,0,None,None,0,bandra
02-03-2021 00:00,03-03-2021 00:00,30.5,67.75,10.43,7.72,18.05,None,22.16,2.2,20.54,1.76,None,None,None,56.48,0.15,165.43,156.63,768.8,0,None,None,0,bandra
03-03-2021 00:00,04-03-2021 00:00,42.43,89.83,11.35,10.93,22.19,None,25.82,2.13,23.05,1.52,None,None,None,50.92,0.15,131.58,156.87,767.53,0,None,None,0,bandra
04-03-2021 00:00,05-03-2021 00:00,50.28,102.51,11.57,10.95,22.43,None,26.8,1.96,26.07,1.53,None,None,None,54.45,0.12,195.68,152.49,767.26,0,None,None,0,bandra
05-03-2021 00:00,06-03-2021 00:00,47.32,107.22,11,10.89,21.8,None,25.54,2.17,25.48,2.56,None,None,None,64.96,0.17,204.61,152,768.24,0,None,None,0,bandra
06-03-2021 00:00,07-03-2021 00:00,38.79,105.55,9.57,9.77,19.37,None,24.47,1.52,24.15,1.68,None,None,None,79.67,0.1,211.11,147.99,768.65,0,None,None,0,bandra
07-03-2021 00:00,08-03-2021 00:00,23.14,109.2,5.2,7.94,13.14,None,22.28,2.23,19.32,1.85,None,None,None,66.36,0.12,168.53,153.65,768.18,0,None,None,0,bandra
08-03-2021 00:00,09-03-2021 00:00,28.69,115.65,6.89,9.6,16.47,None,22.04,2.16,21.29,1.84,None,None,None,61.81,0.18,57.83,150.13,767.76,0,None,None,0,bandra
09-03-2021 00:00,10-03-2021 00:00,39.57,129.28,8.74,10.57,20.57,None,22.38,1.77,24.26,1.84,None,None,None,70.44,0.1,158.03,170.88,768.35,0,None,None,0,bandra
10-03-2021 00:00,11-03-2021 00:00,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0,bandra
11-03-2021 00:00,12-03-2021 00:00,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0,bandra
12-03-2021 00:00,13-03-2021 00:00,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0,bandra
13-03-2021 00:00,14-03-2021 00:00,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0,bandra
14-03-2021 00:00,15-03-2021 00:00,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0,bandra
15-03-2021 00:00,16-03-2021 00:00,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0,bandra
16-03-2021 00:00,17-03-2021 00:00,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0,bandra
17-03-2021 00:00,18-03-2021 00:00,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0,bandra
18-03-2021 00:00,19-03-2021 00:00,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0,bandra
19-03-2021 00:00,20-03-2021 00:00,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0,bandra
20-03-2021 00:00,21-03-2021 00:00,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0,bandra
21-03-2021 00:00,22-03-2021 00:00,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0,bandra
22-03-2021 00:00,23-03-2021 00:00,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0,bandra
23-03-2021 00:00,24-03-2021 00:00,None,None,None,14.79,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0,bandra
24-03-2021 00:00,25-03-2021 00:00,48,119,16.88,14.33,24.63,None,33.25,2.31,32.2,1.91,None,None,None,53.89,0.1,146.06,15.34,766.18,0,None,None,0,bandra
25-03-2021 00:00,26-03-2021 00:00,62.37,132.15,16.54,12.7,25.35,None,34.28,2.88,38.45,2.87,None,None,None,48.77,0.14,162.71,233.29,766.73,0,None,None,0,bandra
26-03-2021 00:00,27-03-2021 00:00,100.66,144.97,16.31,12.66,29,None,33.2,2.32,40.91,1.68,None,None,None,40.84,0.13,226.88,134.67,764.74,0,None,None,0,bandra
27-03-2021 00:00,28-03-2021 00:00,48.29,137.76,16.42,12.7,29.13,None,33.27,2.65,41.04,2.04,None,None,None,38.06,0.11,183.83,167.45,764.6,0,None,None,0,bandra
28-03-2021 00:00,29-03-2021 00:00,48,139,16.42,12.69,29.12,None,34.38,2.84,42.23,2.31,None,None,None,68.91,0.17,215.93,173.37,764.59,0,None,None,0,bandra
29-03-2021 00:00,30-03-2021 00:00,48,139,16.41,12.68,29.09,None,34.58,2.29,44.41,1.91,None,None,None,79.7,0.18,149.27,161.68,764.98,0,None,None,0,bandra
30-03-2021 00:00,31-03-2021 00:00,48,139,16.45,12.69,29.14,None,34.22,2.12,43.04,1.91,None,None,None,78.28,0.18,175.73,164.26,765.39,0,None,None,0,bandra
31-03-2021 00:00,01-04-2021 00:00,61.11,146.4,16.51,12.7,29.22,None,35.9,2.15,46.98,1.7,None,None,None,78.04,0.1,158.26,178.01,764.83,0,None,None,0,bandra
01-04-2021 00:00,02-04-2021 00:00,44.09,132.38,16.21,12.24,28.44,None,40.56,2.08,47.83,1.73,None,None,None,77.4,0.2,248.16,174.79,764.39,0,None,None,0,bandra
02-04-2021 00:00,03-04-2021 00:00,58.1,111.17,15.9,11.29,26.53,None,36.33,1.53,56.52,2.27,None,None,None,71.72,0.23,234.91,177.56,764.64,0,None,None,0,bandra
03-04-2021 00:00,04-04-2021 00:00,47.06,108.92,18,13.57,31.56,None,39.51,1.26,49.07,2.34,None,None,None,74.47,0.27,212.38,151.25,765.22,0,None,None,0,bandra
04-04-2021 00:00,05-04-2021 00:00,28.97,107.1,19.7,14.73,34.43,None,45.89,1.07,93.26,2.19,None,None,None,73.54,0.3,186.98,171.5,766.72,0,None,None,0,bandra
05-04-2021 00:00,06-04-2021 00:00,39.88,115.69,19.8,14.75,34.56,None,46.6,1.41,88.44,2.36,None,None,None,75.02,0.32,155.68,179.23,766.63,0,None,None,0,bandra
06-04-2021 00:00,07-04-2021 00:00,29.06,118.97,19.77,14.73,34.51,None,47.09,1.67,93.91,2.55,None,None,None,66.5,0.2,162.99,172.85,765.67,0,None,None,0,bandra
07-04-2021 00:00,08-04-2021 00:00,43.03,117.16,19.87,14.75,34.62,None,46.68,1.83,67.38,2.5,None,None,None,71.95,0.26,136.24,170.96,766.24,0,None,None,0,bandra
08-04-2021 00:00,09-04-2021 00:00,44.93,114.88,19.22,14.15,33.38,None,41,1.64,38.39,2.37,None,None,None,77.56,0.13,167.18,98.31,765.57,0,None,None,0,bandra
09-04-2021 00:00,10-04-2021 00:00,70.81,120.52,20.92,14.74,35.64,None,35.08,1.19,38.82,2.27,None,None,None,78.93,0.21,194.61,142.81,765.31,0,None,None,0,bandra
10-04-2021 00:00,11-04-2021 00:00,37.4,122.27,21.85,14.74,36.6,None,40.93,1.13,34.66,2.19,None,None,None,79.65,0.14,159.16,155.48,765.86,0,None,None,0,bandra
11-04-2021 00:00,12-04-2021 00:00,38,124.3,21.88,14.73,36.62,None,41.08,1.13,32.39,2.19,None,None,None,78.89,0.2,165.65,189.14,766.7,0,None,None,0,bandra
12-04-2021 00:00,13-04-2021 00:00,38,124.3,21.91,14.76,36.67,None,41.12,1.13,27.81,2.19,None,None,None,73.9,0.17,180.48,195.75,767.54,0,None,None,0,bandra
13-04-2021 00:00,14-04-2021 00:00,38,124.3,21.94,14.75,36.7,None,39.85,1.13,26.49,2.19,None,None,None,73.85,0.11,179.32,191.02,766.65,0.01,None,None,1,bandra
14-04-2021 00:00,15-04-2021 00:00,38,124.3,21.95,14.77,36.73,None,38.3,1.13,22.72,2.19,None,None,None,75.07,0.42,235.27,181.67,766.54,0,None,None,0,bandra
15-04-2021 00:00,16-04-2021 00:00,42.56,129.3,17.75,11.76,29.51,None,32.91,1.13,27.4,2.23,None,None,None,75.11,0.22,221.05,209.33,766.39,0,None,None,0,bandra
16-04-2021 00:00,17-04-2021 00:00,37.03,114.22,17.46,12.24,29.7,None,36.43,1.14,39.29,2.37,None,None,None,76.68,0.37,242.59,215.92,766.43,0,None,None,0,bandra
17-04-2021 00:00,18-04-2021 00:00,26.1,74.2,20.02,14.76,34.79,None,39.5,1.13,31.46,2.55,None,None,None,77.69,0.21,131.76,207.81,766.81,0,None,None,0,bandra
18-04-2021 00:00,19-04-2021 00:00,26.1,74.2,20.03,14.78,34.82,None,39.44,1.13,31.79,2.55,None,None,None,78.24,0.17,194.74,212.72,767.13,0,None,None,0,bandra
19-04-2021 00:00,20-04-2021 00:00,26.1,74.2,20.04,14.78,34.83,None,39.24,1.13,30.89,2.55,None,None,None,77.23,0.16,222.86,208.73,766.31,0,None,None,0,bandra
20-04-2021 00:00,21-04-2021 00:00,26.1,74.2,20.06,14.77,34.84,None,39.26,1.13,31.38,2.55,None,None,None,75.91,0.12,234.38,230.75,765.66,0,None,None,0,bandra
21-04-2021 00:00,22-04-2021 00:00,28.22,83.07,17.47,12.18,30.87,None,36.17,1.25,37.25,2.59,None,None,None,75.48,0.11,138.68,168.72,766.65,0,None,None,0,bandra
22-04-2021 00:00,23-04-2021 00:00,27.16,87.4,15.08,9.8,24.88,None,32.93,1.41,44.97,2.85,None,None,None,74.83,0.17,94.4,155.74,766.73,0,None,None,0,bandra
23-04-2021 00:00,24-04-2021 00:00,27.16,87.4,15.11,9.8,24.91,None,32.89,1.41,43.74,2.85,None,None,None,69.15,0.13,157.91,195.65,766.71,0,None,None,0,bandra
24-04-2021 00:00,25-04-2021 00:00,27.16,87.4,15.12,9.79,24.92,None,32.85,1.41,43.89,2.85,None,None,None,74.05,0.21,163.69,231.02,766.53,0,None,None,0,bandra
25-04-2021 00:00,26-04-2021 00:00,27.16,87.4,15.11,9.79,24.91,None,32.75,1.41,44.7,2.85,None,None,None,72.76,0.25,148.02,227.12,765.26,0,None,None,0,bandra
26-04-2021 00:00,27-04-2021 00:00,27.16,87.4,15.12,9.79,24.92,None,32.82,1.41,43.59,2.85,None,None,None,79.28,0.12,218.22,200.5,764.97,0,None,None,0,bandra
27-04-2021 00:00,28-04-2021 00:00,27.16,87.4,15.15,9.79,24.94,None,32.76,1.41,42.97,2.85,None,None,None,75.47,0.13,229.74,193.45,765.87,0,None,None,0,bandra
28-04-2021 00:00,29-04-2021 00:00,27.16,87.4,15.16,9.8,24.96,None,32.69,1.41,41.35,2.85,None,None,None,75.51,0.1,177.12,203.39,766.64,0,None,None,0,bandra
29-04-2021 00:00,30-04-2021 00:00,27.16,87.4,15.17,9.81,24.99,None,32.61,1.41,42.69,2.85,None,None,None,76.25,0.11,173.24,185.83,766.21,0,None,None,0,bandra
30-04-2021 00:00,01-05-2021 00:00,27.16,87.4,15.18,9.79,24.98,None,32.15,1.41,43.49,2.85,None,None,None,78.94,0.22,165.74,201.56,765.29,0,None,None,0,bandra
01-05-2021 00:00,02-05-2021 00:00,27.16,87.4,15.18,9.81,24.99,None,32.64,1.41,43.68,2.85,None,None,None,76.38,0.11,161.27,149.6,764.48,0,None,None,0,bandra
02-05-2021 00:00,03-05-2021 00:00,27.16,87.4,15.2,9.8,25.01,None,32.63,1.41,44.76,2.85,None,None,None,75.2,0.1,186.72,143.42,765.03,0,None,None,0,bandra
03-05-2021 00:00,04-05-2021 00:00,27.67,88.2,17.44,16.5,27.5,None,32.73,1.34,43.75,2.83,None,None,None,71.38,0.09,164.24,222.11,764.86,0,None,None,0,bandra
04-05-2021 00:00,05-05-2021 00:00,38,104.3,73.02,106.04,89.14,None,38.24,0,58.38,2.19,None,None,None,85.1,0.1,4.3,14,764.7,0,None,None,0,bandra
05-05-2021 00:00,06-05-2021 00:00,38,104.3,157.59,80.69,186.38,None,38.64,0,94.22,2.19,None,None,None,None,None,None,None,None,0,None,None,0,bandra
06-05-2021 00:00,07-05-2021 00:00,38,104.3,254.55,94.1,296.86,None,44.11,0,95.29,2.19,None,None,None,None,None,None,None,None,0,None,None,0,bandra
07-05-2021 00:00,08-05-2021 00:00,38,104.3,107.98,97.92,128.74,None,45.49,0,95.51,2.19,None,None,None,88.9,0.1,26.3,13,765.38,0,None,None,0,bandra
08-05-2021 00:00,09-05-2021 00:00,38,104.3,224.9,91.66,263.73,None,47.56,0,100.81,2.19,None,None,None,None,None,None,None,None,0,None,None,0,bandra
09-05-2021 00:00,10-05-2021 00:00,38,104.3,167.05,82.93,197.38,None,49.3,0,107.27,2.19,None,None,None,86,0.1,132.3,17,764.1,0,None,None,0,bandra
10-05-2021 00:00,11-05-2021 00:00,38,104.3,150.93,76.09,177.38,None,50.5,0,108.36,2.19,None,None,None,82.5,0.1,85.3,16,764.4,0,None,None,0,bandra
11-05-2021 00:00,12-05-2021 00:00,38,104.3,86.17,97.44,104.03,None,50.66,0,115.15,2.19,None,None,None,None,None,None,None,None,0,None,None,0,bandra
12-05-2021 00:00,13-05-2021 00:00,38,104.3,130.21,81.63,155.16,None,50,0,116.29,2.19,None,None,None,None,None,None,None,None,0,None,None,0,bandra
13-05-2021 00:00,14-05-2021 00:00,38,104.3,118.42,84.14,141.53,None,50.11,0,112.46,2.19,None,None,None,75.5,0.1,347.3,14,762.9,0,None,None,0,bandra
14-05-2021 00:00,15-05-2021 00:00,38,104.3,281.15,103.57,109.16,None,50.03,0,96.12,2.19,None,None,None,None,None,None,None,None,0,None,None,0,bandra
15-05-2021 00:00,16-05-2021 00:00,38,104.3,156.65,100.33,185.48,None,50.01,0,152.03,2.19,None,None,None,82.4,0.1,351.3,15,760.65,0,None,None,0,bandra
16-05-2021 00:00,17-05-2021 00:00,38,104.3,100.87,89.95,120.63,None,48.66,0,132.48,2.19,None,None,None,None,None,None,None,None,0,None,None,0,bandra
17-05-2021 00:00,18-05-2021 00:00,38,104.3,115.08,125.5,143.28,None,46.76,0,76.36,2.19,None,None,None,89.24,1.53,196.7,21.8,756.2,0,None,None,0,bandra
18-05-2021 00:00,19-05-2021 00:00,38,104.3,118.88,113.45,119.92,None,46.46,0,44.81,2.19,None,None,None,92.92,0.46,257.5,51.2,761.14,0,None,None,0,bandra
19-05-2021 00:00,20-05-2021 00:00,38,104.3,158.49,111.11,202.56,None,48,0,71.09,2.19,None,None,None,93.39,0.1,260.01,64.57,763.18,0,None,None,0,bandra
20-05-2021 00:00,21-05-2021 00:00,38,104.3,118.37,119.71,141.36,None,49.97,0,81.37,2.19,None,None,None,None,None,None,None,None,0,None,None,0,bandra
21-05-2021 00:00,22-05-2021 00:00,38,104.3,138.5,100.33,164.63,None,51.31,0,113.19,2.19,None,None,None,94.3,0.1,320.3,None,765.08,0,None,None,0,bandra
22-05-2021 00:00,23-05-2021 00:00,38,104.3,169.4,107.42,199.93,None,52.27,0,102.64,2.19,None,None,None,86.5,0.1,334.63,21,765.05,0,None,None,0,bandra
23-05-2021 00:00,24-05-2021 00:00,38,104.3,208.37,94.18,244.53,None,52.05,0,84.38,2.19,None,None,None,93.9,0.1,55.3,211,765.38,0,None,None,0,bandra
24-05-2021 00:00,25-05-2021 00:00,38,104.3,111.59,91.54,153.44,None,51.96,0,71.37,2.19,None,None,None,82.7,0.1,9.3,83,767.4,0,None,None,0,bandra
25-05-2021 00:00,26-05-2021 00:00,71.78,130.51,115.46,61.59,137.84,None,51.49,0,56.49,2.19,None,None,None,73.9,0.1,57.3,777.97,766.11,0,None,None,0,bandra
26-05-2021 00:00,27-05-2021 00:00,30.4,142.28,160.54,80.75,125.6,None,51.38,0,None,2.19,None,None,None,82.65,0.1,60.8,19.25,764.21,0,None,None,0,bandra
27-05-2021 00:00,28-05-2021 00:00,38,104.3,111.3,98.02,146.88,None,51.63,0,None,2.19,None,None,None,78.3,0.1,64.3,20,764.1,0,None,None,0,bandra
28-05-2021 00:00,29-05-2021 00:00,38,104.3,107.47,63.94,128.21,None,51.49,0,None,2.19,None,None,None,82.98,0.1,56.3,20.75,764.01,0,None,None,0,bandra
29-05-2021 00:00,30-05-2021 00:00,38,104.3,124.68,88.84,148.63,None,52.28,0,None,2.19,None,None,None,84.75,0.1,58.55,28.75,764.49,0,None,None,0,bandra
30-05-2021 00:00,31-05-2021 00:00,38,104.3,123.63,57.19,147.05,None,52.69,0,None,2.19,None,None,None,82.7,0.1,58.3,20,764.33,0,None,None,0,bandra
